https://syrianarchive.org/database/14496,ALEPPO : Al-Jinah,None,None,17/07/2016,Unlawful attacks,None,Airstrikes that targeted the town of &quot;gene&quot; in the western countryside of Aleppo 07/17/2016
https://syrianarchive.org/database/7567,ALEPPO : Maysser,None,None,17/07/2016,Unlawful attacks,None,Three casualties and four injured as a result of airstrikes that targeted Al-Maysar district
https://syrianarchive.org/database/7569,ALEPPO,None,None,17/07/2016,Unlawful attacks,None,Three casualties including two women and a child as well as five injured as a result of the attack that targeted &quot;Karam-Homad&quot;
https://syrianarchive.org/database/22918,ALEPPO : Maysser,None,None,17/07/2016,Unlawful attacks,None,"Casualties of a man, his wife and his two children as a result of airtsrikes that targeted &quot;al maysar&quot; district in Aleppo"
https://syrianarchive.org/database/22930,ALEPPO,None,None,17/07/2016,Unlawful attacks,None,Casualties of a woman and her two children as a result of airtsrikes that targeted &quot;al karam&quot; neighborhood in Aleppo
https://syrianarchive.org/database/11592,ALEPPO : Maysser,None,None,17/07/2016,Unlawful attacks,None,Casualties of five civilians and two others as a result of airstrikes that targeted &quot;al missar&quot; district 17/06/2016
https://syrianarchive.org/database/11591,ALEPPO,None,None,17/07/2016,Unlawful attacks,None,Casualties of four civilians and four others injured as a result of airstrikes that targeted &quot;al karam&quot; district 17/07/2016
https://syrianarchive.org/database/22923,ALEPPO : Mashhad,None,None,17/07/2016,Use of illegal weapons,Cluster Munition,The first moments of the Russian airstrikes on Mashhad district with cluster bombs
https://syrianarchive.org/database/19865,ALEPPO : Azaz,None,None,17/07/2016,Unlawful attacks,None,Airstrikes that targeted Azaz
https://syrianarchive.org/database/19870,ALEPPO : Azaz,None,None,17/07/2016,Unlawful attacks,None,Destruction as a result of the airstrikes that targeted the city of Izaz Aleppo countryside
https://syrianarchive.org/database/3781,ALEPPO,None,None,17/07/2016,Unlawful attacks,None,Destruction as a result of airstrikes in Aleppo
https://syrianarchive.org/database/11586,ALEPPO : Al atarib,None,None,16/07/2016,Unlawful attacks,None,Casualties of two civilians and others injured as a result on an airstrike that targeted Al-Atarib
https://syrianarchive.org/database/11585,ALEPPO : Azaz,None,None,16/07/2016,Unlawful attacks,None,"Casualties of one child, others injured as a result of an alleged Russian airstrike that targeted Azaz 16/07/2016"
https://syrianarchive.org/database/8374,ALEPPO : Al atarib,None,None,16/07/2016,Other,None,The first moments of the vacuum missile strikes on Atarib city.
https://syrianarchive.org/database/4560,ALEPPO : Azaz,None,None,16/07/2016,Unlawful attacks,None,Destruction as a result of the Russian airstrike in Azaz
https://syrianarchive.org/database/7566,ALEPPO : Al-Alamji,None,None,16/07/2016,Unlawful attacks,None,Destruction in Al-Alamgy square which resulted of 11 casualties and many injured
https://syrianarchive.org/database/11583,ALEPPO : Ma&#39;adi,None,None,16/07/2016,Specifically protected persons and objects,None,Casualties in the medical staff and destruction in &quot;Omar bin Abdulaziz&quot; hospital in Aleppo 07/16/2016
https://syrianarchive.org/database/7565,ALEPPO,None,None,16/07/2016,Unlawful attacks,None,Several airstrikes that targeted few districts in Aleppo city since early morning
https://syrianarchive.org/database/11589,ALEPPO : Ma&#39;adi,None,None,16/07/2016,Unlawful attacks,None,The civil defense team searching for missing victims under the rubble as a result of the airstrike that targeted Al-Ma&#39;ady district
https://syrianarchive.org/database/6744,ALEPPO : Al-Fardos,None,None,16/07/2016,Unlawful attacks,None,Destructon as a result of airstrikes that targeted Al-Fardous district in Aleppo
https://syrianarchive.org/database/22933,ALEPPO : Al-Jinah,None,None,16/07/2016,Use of illegal weapons,"Cluster Munition, ShOAB-0.5, RBK-500",Casualties and injures civilians as a result of the Russian airstrikes with cluster bombs. The white helmet team is collecting the remnants of the cluster bombs used in this attack.
https://syrianarchive.org/database/6743,ALEPPO : Bab al-Nasr,None,None,16/07/2016,Unlawful attacks,None,The destruction as a result of airstrikes that targeted Bab Al-Naser district after midnight
https://syrianarchive.org/database/22931,ALEPPO : Salaheen,None,None,16/07/2016,Unlawful attacks,None,Seven injured as a result of alleged Russian airstrike targeting Al-salheen mosque in Aleppo
https://syrianarchive.org/database/11590,ALEPPO : Ma&#39;adi,None,None,16/07/2016,Specifically protected persons and objects,None,First moment of targeting Omar bin Abdulaziz hospital in Al-Ma&#39;adi district
https://syrianarchive.org/database/6949,ALEPPO : Al-Fardos,None,None,16/07/2016,Unlawful attacks,None,Casualties and destruction as a result of airstrikes that targeted Al fardos district in Aleppo 16_7_2016
https://syrianarchive.org/database/11582,ALEPPO : Salaheen,None,None,16/07/2016,Unlawful attacks,None,Casualties of two civilians and three injured as a result of airstrikes that targeted Al-Saleheen district in Aleppo 16/07/2016
https://syrianarchive.org/database/11587,ALEPPO : Al-Fardos,None,None,16/07/2016,Violation of children&#39;s rights,None,Casualties of 13 civilians and 20 injured as a result of airstrikes with explosive barrels that targeted &quot;al firdous&quot; district in Aleppo 16/07/2016
https://syrianarchive.org/database/11605,ALEPPO : Ma&#39;adi,None,None,16/07/2016,Specifically protected persons and objects,None,Airstrikes that targeted Omar bin AbdulAziz hospital
https://syrianarchive.org/database/5558,ALEPPO : Al-Fardos,None,None,16/07/2016,Unlawful attacks,None,Casualties as a result of airstrikes that targeted &quot;al firdous&quot; district in Aleppo
https://syrianarchive.org/database/14487,ALEPPO : Al-Fardos,None,None,16/07/2016,Unlawful attacks,None,Casualties as a result of the Syrian government airstrike that targeted &quot;al firdous&quot; district in Aleppo 07/16/2016
https://syrianarchive.org/database/8375,ALEPPO,None,None,16/07/2016,Unlawful attacks,None,The first moments of Aleppo old massacre
https://syrianarchive.org/database/8381,ALEPPO : Hayyan,None,None,15/07/2016,Other,None,Night airstrike targeted the outskirts of Hayan town
https://syrianarchive.org/database/8379,ALEPPO : Harithan,None,None,15/07/2016,Other,None,Airstrike targeting Huraytan city
https://syrianarchive.org/database/8377,ALEPPO : Kafr hamrah,None,None,15/07/2016,Specifically protected persons and objects,None,Kafr hamra Hospital out of service permanently
https://syrianarchive.org/database/4808,ALEPPO : Kafr hamrah,None,None,15/07/2016,Other,None,Destruction in the town of Kafr Hamra as a result of the heavy shelling by Assad&#39;s and Russian planes
https://syrianarchive.org/database/4807,ALEPPO : Harithan,None,None,15/07/2016,Other,None,Airstrikes on Hraytan city in the northren countryside of Aleppo.
https://syrianarchive.org/database/4806,ALEPPO : Harithan,None,None,15/07/2016,Other,None,Russian shelling with stereochemistry missiles and explosive barrels targeting Hraytan city in Aleppo countryside.
https://syrianarchive.org/database/8376,ALEPPO : Kafr hamrah,None,None,15/07/2016,Specifically protected persons and objects,None,Painful scenes First moments of targeting the hospital of  Kafr hamra city
https://syrianarchive.org/database/8382,ALEPPO : Kafr hamrah,None,None,14/07/2016,Other,None,Destruction happened in the city Kafr Hamrah caused by intensive airstrikes
https://syrianarchive.org/database/7563,ALEPPO : Kafr hamrah,None,None,14/07/2016,Specifically protected persons and objects,None,Civil Defense Aleppo: Rescuing injured civilians as a result of targeting the only hospital in Kafr Hamra town by airstrikes
https://syrianarchive.org/database/7564,ALEPPO : Bab Road,None,None,14/07/2016,Unlawful attacks,None,Casualties as a result of airstrikes that targeted  &quot;al bab&quot; district east of Aleppo 14/07/2016
https://syrianarchive.org/database/5709,ALEPPO : Hayyan,None,None,14/07/2016,Unlawful attacks,None,Targeting the town outskirts with explosive barrels  14/07/2016
https://syrianarchive.org/database/11578,ALEPPO : Bab Road,None,None,14/07/2016,Unlawful attacks,None,Many casualties and others injured as a result of the the Russian airstrikes that targeted &quot;Al-Bab&quot; district
https://syrianarchive.org/database/6947,ALEPPO : Salaheen,None,None,14/07/2016,Unlawful attacks,None,Destruction as a result of airstrikes that targeted Al-Saleheen district in Aleppo
https://syrianarchive.org/database/22912,ALEPPO : Bab Road,None,None,14/07/2016,Unlawful attacks,None,Ten casualties and seven injured as a result of the Russiana irstrikes that targeted &quot;Al bab&quot; district in Aleppo
https://syrianarchive.org/database/22910,ALEPPO : Qabtan al Jabal,None,None,14/07/2016,Unlawful attacks,None,Woman got injured as a result of the Russian airstrike that targeted the west of Aleppo
https://syrianarchive.org/database/19846,ALEPPO : Qabr Al-Englizi,None,None,14/07/2016,Unlawful attacks,None,The moment of Targeting Aleppo countryside with explosive barrel bombs
https://syrianarchive.org/database/6742,ALEPPO : Kafr hamrah,None,None,14/07/2016,Unlawful attacks,None,Airstrikes that targeted Kafar Al-Hamra in Aleppo
https://syrianarchive.org/database/22901,ALEPPO : Al-Fardos,None,None,14/07/2016,Unlawful attacks,None,Casualties including children and women as a result of alleged Russian airstrikes that targeted Al-Fardos district in Aleppo
https://syrianarchive.org/database/11577,ALEPPO : Salaheen,None,None,14/07/2016,Unlawful attacks,None,Four casualties and many injured as a result of the Syrian government airstrike that targeted &quot;al-saleheen&quot; district
https://syrianarchive.org/database/22905,ALEPPO : Salaheen,None,None,14/07/2016,Use of illegal weapons,"Cluster Munition, AO-2.5RT/RTM",Five Casualties and seven injured by Russian airstrikes that targeted &quot;Al saleheen&quot; district with cluster bombs
https://syrianarchive.org/database/2247,IDLIB : Binnish,35.9581565,36.7118971,14/07/2016,Use of illegal weapons,Cluster Munition,Cluster bomb strikes in Binnish in Idlib suburbs
https://syrianarchive.org/database/22908,ALEPPO : Ansari,None,None,14/07/2016,Unlawful attacks,None,Russian airstrikes that targeted &quot;Al-Ansari&quot; district in Aleppo
https://syrianarchive.org/database/4809,ALEPPO : Kafr hamrah,None,None,13/07/2016,Other,None,Helicopters targeted Kfar Hamra town with explosive barrels in the northern countryside of Aleppo
https://syrianarchive.org/database/19819,ALEPPO : Bustan al-Qasr,None,None,13/07/2016,Unlawful attacks,None,Destruction as a result of the airstrike that targeted &quot;bostan al qassar&quot; district in Aleppo
https://syrianarchive.org/database/19844,ALEPPO : Harithan,None,None,13/07/2016,Unlawful attacks,None,Shelling with vacuum missile on the northern countryside of Aleppo
https://syrianarchive.org/database/19816,ALEPPO : Ansari,None,None,13/07/2016,Unlawful attacks,None,Destruction as a result of airstrikes that targeted Al-Ansari district in Aleppo
https://syrianarchive.org/database/5706,ALEPPO : Hayyan,None,None,12/07/2016,Unlawful attacks,None,Destruction of civilian homes by Aerial bombardment
https://syrianarchive.org/database/22864,ALEPPO : Darat Izzah,None,None,12/07/2016,Unlawful attacks,None,Five casualties as a result of Russian airstrikes that targeted Dar-Al-Ezza in the west of Aleppo
https://syrianarchive.org/database/4810,ALEPPO : Harithan,None,None,12/07/2016,Alleged civilian casualties from Russian attacks,None,Several strikes on Hraytan city in the northern countryside of Aleppo by Russian warplanes
https://syrianarchive.org/database/8384,ALEPPO : Kafr hamrah,None,None,12/07/2016,Unlawful attacks,None,"Casualties more than 10 wounded, most of them children caused by warplanes targeting Kafr Hamrah city"
https://syrianarchive.org/database/16273,ALEPPO : Termaneen,None,None,11/07/2016,Unlawful attacks,Cluster Munition,Russian warplanes targeted a convoy of diesel trucks in the west of Aleppo
https://syrianarchive.org/database/6735,ALEPPO : Ansari,None,None,11/07/2016,Unlawful attacks,None,Moment targeting Buraq Foundation Media correspondents
https://syrianarchive.org/database/19788,ALEPPO : Bab Al-Maqam,None,None,11/07/2016,Unlawful attacks,None,Aerial bombardments on Bab al maqqam in Aleppo
https://syrianarchive.org/database/7558,ALEPPO : Bezzeh,None,None,11/07/2016,Violation of children&#39;s rights,None,Rescuing victims who are under rubbles as a result of the Bazeh massacre. 18 Casualties and more than thirty injured as a result of the massacre.&quot;
https://syrianarchive.org/database/11558,ALEPPO : Bab Al-Maqam,None,None,11/07/2016,Violation of children&#39;s rights,None,Child casualty as a result of an airstrike that targeted Aleppo city
https://syrianarchive.org/database/35055,ALEPPO : Termaneen,None,None,11/07/2016,Unlawful attacks,None,Alleged Russian airstrike that targeted the oil trucks on the road between Termaneen and Dar-Ezza
https://syrianarchive.org/database/5704,ALEPPO : Hayyan,None,None,11/07/2016,Unlawful attacks,None,Destruction as a result of airstrikes that targeted Hayyan
https://syrianarchive.org/database/11557,ALEPPO : Bab Al-Maqam,None,None,11/07/2016,Violation of children&#39;s rights,None,Recovered dead bodies and injured from the rubble in the district of Bab al-Maqam 11/07/2016
https://syrianarchive.org/database/22844,ALEPPO : Bab Al-Maqam,None,None,11/07/2016,Violation of children&#39;s rights,None,Casualties including children as a result of the attacks that targeted Aleppo city
https://syrianarchive.org/database/11561,ALEPPO : Bab Al-Maqam,None,None,11/07/2016,Violation of children&#39;s rights,None,Casualties as a result of aerial bombardment that targeted the Bab al-Maqam district
https://syrianarchive.org/database/6736,ALEPPO : Bezzeh,None,None,11/07/2016,Violation of children&#39;s rights,None,Casualties as a result of airstrikes that targeted Al Bazzeh district in Aleppo city
https://syrianarchive.org/database/22848,ALEPPO : Bezzeh,None,None,11/07/2016,Alleged civilian casualties from Russian attacks,None,Casualties as a result of alleged Russian airstrike that targeted Bezzeh in Aleppo city
https://syrianarchive.org/database/6737,ALEPPO : Abbin Samaan,None,None,11/07/2016,Alleged civilian casualties from Russian attacks,None,"Destruction caused by aerial bombardment that targeted the town of Abyan on Sunday, 10/07/2016"
https://syrianarchive.org/database/2254,ALEPPO : Termaneen,36.2293348,36.8169524,11/07/2016,Use of illegal weapons,"Cluster Munition, AO-2.5RT/RTM, RBK-500",Alleged Russian attacks on oil trucks in west Aleppo with cluster bombs
https://syrianarchive.org/database/19786,ALEPPO : Termaneen,None,None,11/07/2016,Alleged civilian casualties from Russian attacks,"Cluster Munition, AO-2.5RT/RTM",Russian airstrike targeting fuel oil tanks
https://syrianarchive.org/database/22843,ALEPPO : Abbin Samaan,None,None,11/07/2016,Unlawful attacks,None,The first moments of the massacre committed by alleged Russian airstrikes in Abeen western countryside of Aleppo
https://syrianarchive.org/database/16295,ALEPPO : Sukkari,None,None,10/07/2016,Unlawful attacks,None,Destruction in &quot;Al-Sukkari&quot; district after being targeted with two airstrikes
https://syrianarchive.org/database/22879,ALEPPO : Batbo,None,None,10/07/2016,Unlawful attacks,None,Casualties including a man and a woman as a result of the Syrian goverment airstrikes in the western countryside of Aleppo
https://syrianarchive.org/database/8167,ALEPPO : Kafr hamrah,None,None,10/07/2016,Alleged civilian casualties from Russian attacks,None,Alleged Russian strikes targeting Aleppo countryside. One family was injured.
https://syrianarchive.org/database/16302,ALEPPO : Kafar Karmin,None,None,10/07/2016,Unlawful attacks,None,Casualties caused by warplanes targeted the refugee camps in Kafr carmine western of Aleppo
https://syrianarchive.org/database/22881,ALEPPO : Babis,None,None,10/07/2016,Unlawful attacks,None,Four casualties and more than twenty injured as a result of alleged Russian airstrikes during the night which targeted Babis which is north west of Aleppo
https://syrianarchive.org/database/22886,ALEPPO : Mashhad,None,None,10/07/2016,Unlawful attacks,None,Airstrikes targeting &quot;Al-mashhad&quot; district in Aleppo
https://syrianarchive.org/database/2262,ALEPPO : Bshantara,36.22094163,37.00092316,10/07/2016,Use of illegal weapons,"Cluster Munition, PTAB-1M, RBK-500",4 civilian casualties as a result of alleged Russian airstrikes with cluster bombs in Bshantara in Aleppo
https://syrianarchive.org/database/19830,ALEPPO : Asia,36.269666,37.079019,10/07/2016,Unlawful attacks,None,Rescuing civilians by the civil defense team in Asia area in Aleppo countryside
https://syrianarchive.org/database/22899,ALEPPO : Mashhad,None,None,10/07/2016,Use of illegal weapons,"Cluster Munition, ShOAB-0.5, RBK-500",Casualties as a result of the airstrikes that targeted Aleppo city with cluster bombs
https://syrianarchive.org/database/6740,ALEPPO : Mashhad,None,None,10/07/2016,Use of illegal weapons,"Cluster Munition, ShOAB-0.5, RBK-500","The aerial bombardment that targeted Aleppo with cluster bombs on Saturday, 07.09.2016"
https://syrianarchive.org/database/8387,ALEPPO : Asia,None,None,09/07/2016,Other,None,The moment of launching the vacuum missile on the Asian region in the northern countryside of Aleppo
https://syrianarchive.org/database/7561,ALEPPO : Jib Al-Qubeh,None,None,09/07/2016,Unlawful attacks,None,Two members of the Civil Defense were killed while performing humanitarian duty to rescue the wounded in jubb al kubba neighborhood
https://syrianarchive.org/database/4811,ALEPPO : Asia,None,None,09/07/2016,Unlawful attacks,None,Targeting the civil defense team in the Asian region Aleppo countryside and rescuing civilians
https://syrianarchive.org/database/5554,ALEPPO : Alshaar,None,None,09/07/2016,Use of illegal weapons,Cluster Munition,Airstrikes targeted &quot;al shaar&quot; district in Aleppo with cluster bombs. Ambulance transferring injured civilians to the medical point.
https://syrianarchive.org/database/4812,ALEPPO : Asia,None,None,09/07/2016,Other,None,Airstrikes by Russian and Assad&#39;s warplanes on Asia region in the northren countryside of Aleppo.
https://syrianarchive.org/database/2270,ALEPPO : Salaheen,36.1846821,37.1533611,09/07/2016,Use of illegal weapons,"Cluster Munition, ShOAB-0.5",Destruction as a result of cluster bomb attack in Salaheen in Aleppo
https://syrianarchive.org/database/2273,ALEPPO : Salaheen,36.1846821,37.1533611,09/07/2016,Use of illegal weapons,Cluster Munition,The first moments of cluster bomb attacks in Salaheen in Aleppo
https://syrianarchive.org/database/6946,ALEPPO,None,None,09/07/2016,Specifically protected persons and objects,None,Survival of of Aleppo News Network journalists (Abul Ezz al-Halabi and Hamidi Halabi) from the continuous airstrikes that targeted Aleppo
https://syrianarchive.org/database/22891,ALEPPO : Mashhad,None,None,09/07/2016,Unlawful attacks,None,Injured as a result of the Syrian goverment airstrike attack that targeted Al-Mashhad district in Aleppo
https://syrianarchive.org/database/6945,ALEPPO,None,None,09/07/2016,Unlawful attacks,None,Rescuing one of the first aid members as a result of the continues shelling that targteted old Aleppo
https://syrianarchive.org/database/11572,ALEPPO : Salaheen,None,None,09/07/2016,Unlawful attacks,None,Damage caused by the regime warplanes targeting &quot;al salaheen&quot; district
https://syrianarchive.org/database/11573,ALEPPO : Jib Al-Qubeh,None,None,09/07/2016,Unlawful attacks,None,Two casualties from the civil defense team in Aleppo as a result of shelling that targeted Jib Al-kubba district
https://syrianarchive.org/database/11569,ALEPPO : Alshaar,None,None,09/07/2016,Unlawful attacks,None,Airstrike that targeted Al-Sha&#39;ar district in Aleppo
https://syrianarchive.org/database/8385,ALEPPO : Asia,None,None,09/07/2016,Other,None,Intensive raids on  Asia region in the northern countryside of Aleppo
https://syrianarchive.org/database/11576,ALEPPO : Alshaar,None,None,09/07/2016,Unlawful attacks,None,Four casualties and ten injured as a result of Syrian goverment aistrikes that targeted Al-Shaar district in Aleppo
https://syrianarchive.org/database/19836,ALEPPO : Qadi Asker,None,None,09/07/2016,Unlawful attacks,None,Shelling on Qadi askar district
https://syrianarchive.org/database/19841,ALEPPO : Jib Al-Qubeh,None,None,09/07/2016,Unlawful attacks,None,"shelling by military air forces on Jibb Al Quebeh, Aleppo"
https://syrianarchive.org/database/22883,ALEPPO : Alshaar,None,None,09/07/2016,Unlawful attacks,None,Two casualties and three injured in Al-sha&#39;ar district in Aleppo
https://syrianarchive.org/database/11564,ALEPPO : Jandoul,None,None,09/07/2016,Unlawful attacks,Incendiary Weapons,The first moment of an alleged Russian incendiary attack in Jandoul
https://syrianarchive.org/database/7562,ALEPPO : Bustan al-Qasr,None,None,09/07/2016,Unlawful attacks,None,Damaged areas in Bustan Al-Qaser district. The video shows the white helmets team rescuing civilians after the attack.
https://syrianarchive.org/database/14474,ALEPPO : Bustan al-Qasr,None,None,09/07/2016,Unlawful attacks,None,Damaged areas in &quot;Bustan al qasr&quot; neighborhood after shelling missile by the regime forces in Aleppo 07/09/2016
https://syrianarchive.org/database/2267,ALEPPO : Alshaar,36.2069594,37.1814573,09/07/2016,Use of illegal weapons,Cluster Munition,Cluster bombs attacks in Alshaar in Aleppo
https://syrianarchive.org/database/11563,ALEPPO : Castillo,None,None,08/07/2016,Unlawful attacks,None,The regime forces targeting a civilian car with thermal missiles at Alcastelo 08/07/2016
https://syrianarchive.org/database/11575,ALEPPO : Qadi Asker,None,None,08/07/2016,Unlawful attacks,None,The martyrdom of three civilians and the injury of 10 others in an air strike by the regime airplanes on the neighborhood Qadi Askar 08/07/2016
https://syrianarchive.org/database/11570,ALEPPO : Castillo,None,None,08/07/2016,Unlawful attacks,None,Ambulance charity system team recovered the body of a civilian by Al Castello road 08/07/2016
https://syrianarchive.org/database/22878,ALEPPO : Salaheen,None,None,08/07/2016,Violation of children&#39;s rights,None,Six casualties including three children as a result of an air strike that targeted &quot;al salheen&quot; district in Aleppo
https://syrianarchive.org/database/6739,ALEPPO : Salaheen,None,None,08/07/2016,Unlawful attacks,None,The effects of the Russian air strikes on &quot;al salheen&quot; neighborhood
https://syrianarchive.org/database/8390,ALEPPO : Harithan,None,None,07/07/2016,Other,None,Heavy bombardment by warplanes on Huraytan city
https://syrianarchive.org/database/8389,ALEPPO : Maret Artiq,None,None,07/07/2016,Other,None,Air raids on the town of Maarath Alortiq and the city of  Kafr Hamra
https://syrianarchive.org/database/2278,ALEPPO : Kafr hamrah,36.25408922,37.0907195,07/07/2016,Use of illegal weapons,Cluster Munition,Civilian house damaged and burned as a result of cluster bomb attacks in Salaheen in Aleppo
https://syrianarchive.org/database/4816,ALEPPO : Anadan,None,None,06/07/2016,Other,None,Destruction of civilian homes caused by Russian airattack on Anadan city on the first day of Eid Al-fitr
https://syrianarchive.org/database/8394,ALEPPO : Harithan,None,None,06/07/2016,Other,None,Damages that occurred in Huraytan city
https://syrianarchive.org/database/8392,ALEPPO : Kafr hamrah,None,None,06/07/2016,Other,None,The moment of launching missiles by warplanes at the town of  Kafr Hamra
https://syrianarchive.org/database/8393,ALEPPO : Harithan,None,None,06/07/2016,Other,None,The moment of  launching explosive containers on Huraytan city
https://syrianarchive.org/database/4817,None,None,None,06/07/2016,Other,None,Airstrikes on the cities of Aleppo northern countryside in the first day of Eid al-Fitr.
https://syrianarchive.org/database/8398,ALEPPO : Hayyan,None,None,05/07/2016,Other,None,Bombardment of Al-Hayan town
https://syrianarchive.org/database/8396,ALEPPO : Hayyan,None,None,05/07/2016,Other,None,Targeting Al-Hayan by Paratroopers missiles
https://syrianarchive.org/database/2284,HOMS : Talbisah,34.85948005,36.72836084,05/07/2016,Use of illegal weapons,Cluster Munition,Civilians collecting cluster bombs which targeted their houses in Homs suburbs
https://syrianarchive.org/database/2325,HOMS : Talbisah,34.8422936,36.7307641,04/07/2016,Use of illegal weapons,Cluster Munition,Cluster bombs remnants that didn&#39;t explode as a result of an alleged Russian strike in Homs suburbs
https://syrianarchive.org/database/4818,ALEPPO : Harithan,None,None,04/07/2016,Alleged civilian casualties from Russian attacks,None,Russian airstrikes targeted residential areas with vacuum Missiles in Hraytan city
https://syrianarchive.org/database/4820,ALEPPO : Harithan,None,None,03/07/2016,Other,None,targeting Hraytan city with barrels and cylinders of explosive by the Syrian Regime helicopters
https://syrianarchive.org/database/4819,ALEPPO : Anadan,None,None,03/07/2016,Unlawful attacks,None,Recover the body of pathogen Mohammed Ahmed Shaheen who was killed by Russian shelling on Anadan city
https://syrianarchive.org/database/8403,ALEPPO : Harithan,None,None,02/07/2016,Other,None,Targeting Huraytan city by military aviation
https://syrianarchive.org/database/4822,ALEPPO : Harithan,None,None,02/07/2016,Unlawful attacks,None,Casualties one child &quot;Hagar Ahmed Kusa&quot; and several wounded by aerial bombing on Hraytana city
https://syrianarchive.org/database/4821,ALEPPO : Harithan,None,None,02/07/2016,Other,None,Shelling with Stereochemistry missile and artillery shells at the neighborhood Pyramids in Hraytan city and explosive barrels on Hayan town.
https://syrianarchive.org/database/2294,IDLIB : Jisr ash-Shughur,35.8954978,36.3931354,02/07/2016,Use of illegal weapons,Cluster Munition,The civil defense team checking the location which was taregted by cluster rocket in Jisr ash-Shughur
https://syrianarchive.org/database/2289,HAMA : latamneh,35.326759,36.621799,02/07/2016,Use of illegal weapons,Cluster Munition,Cluster rocket remnants in latamneh
https://syrianarchive.org/database/8404,ALEPPO : Helwaniyah,None,None,01/07/2016,Unlawful attacks,None,Massacre committed by Aviation in Ahalouanah neighborhood
https://syrianarchive.org/database/4825,ALEPPO : Anadan,None,None,01/07/2016,Other,None,Destruction of civilian homes caused by Russian airattack on Anadan city
https://syrianarchive.org/database/4823,None,None,None,01/07/2016,Other,None,"The smart bomb, which Russian aircraft launching on the northern countryside cities of Aleppo"
https://syrianarchive.org/database/4824,ALEPPO : Harithan,None,None,01/07/2016,Other,None,Russian and Syrian Bombardment with vacuum missiles and explosive barrels targeting Hraytan city
https://syrianarchive.org/database/2296,DAMASCUS : Duma,33.5727724,36.4093761,01/07/2016,Use of illegal weapons,Cluster Munition,Cluster bomb attack in Duma
https://syrianarchive.org/database/2316,IDLIB : Zeiyniyah,35.8410527,36.2264681,30/06/2016,Use of illegal weapons,Cluster Munition,The civil defense team checking the location which was targeted by cluster rocket in Zeiyniyah in Idlib
https://syrianarchive.org/database/2320,IDLIB : Jisr ash-Shughur,35.8954978,36.3931354,29/06/2016,Use of illegal weapons,Cluster Munition,Cluster bomb attack on the main roads of Jisr ash-Shughur villages
https://syrianarchive.org/database/2310,IDLIB : Binnish,35.9581565,36.7118971,29/06/2016,Use of illegal weapons,Cluster Munition,The civil defence team extinguishing a fire as a result of a cluster bomb attack in Binnish
https://syrianarchive.org/database/2305,LATTAKIA : Jabal Akrad,35.66094003,36.22199189,29/06/2016,Use of illegal weapons,Cluster Munition,Cluster bomb attack in Jabal Akrad in Lattakia
https://syrianarchive.org/database/2323,ALEPPO : Harithan,36.2861677,37.1097748,28/06/2016,Use of illegal weapons,Cluster Munition,The cluster bombs that were dropped by warplanes on the Hreitan city of Aleppo countryside. 28/6/2016
https://syrianarchive.org/database/2324,DAMASCUS : Khan al-Shih,33.3732626,36.113797,28/06/2016,Use of illegal weapons,Cluster Munition,Warplanes dropping cluster bombs on the Khan Al Sheikh suburb of Damascus.
https://syrianarchive.org/database/2322,ALEPPO : Urum al-Kubra,36.1502725,36.9460462,27/06/2016,Use of illegal weapons,Cluster Munition,The civil defense team extinguishing a fire as a result of a cluster bomb attack in Urum al-Kubra. 3 persons were Injured.
https://syrianarchive.org/database/2321,IDLIB : al-Barrah,35.6879042,36.539177,26/06/2016,Use of illegal weapons,Cluster Munition,Two casualties and five Injured in an alleged Russian airstrike with cluster and phosphorus bombs on al-Barrah
https://syrianarchive.org/database/2319,IDLIB : al-Barrah,35.6879042,36.539177,25/06/2016,Use of illegal weapons,Cluster Munition,Alleged Russian airstrikes in al-Barrah in Idlib province with four cluster and phosphorous bombs resulted of casualties and injured civilians.
https://syrianarchive.org/database/2318,ALEPPO : Urum al-Kubra,36.1502725,36.9460462,24/06/2016,Use of illegal weapons,Cluster Munition,Step Agency the moment of Strike with Cluster Bombs on Oram Al Kubra Town west of Aleppo
https://syrianarchive.org/database/2317,ALEPPO : Kafar Naha,36.12838221,36.88740178,23/06/2016,Use of illegal weapons,Cluster Munition,The first moments of the airstrike on Kafar Naha Town with cluster bombs
https://syrianarchive.org/database/2315,ALEPPO : Urum al-Kubra,36.1502725,36.9460462,23/06/2016,Use of illegal weapons,Cluster Munition,A Russian air raid with cluster bombs before Iftar (breaking fast) in Urm Al Kubra
https://syrianarchive.org/database/2314,ALEPPO : Harithan,36.2861677,37.1097748,21/06/2016,Use of illegal weapons,Cluster Munition,The Russian aggressor targets Hreytan North of Aleppo with internationally banned phosphorous bombs 22-06-2016
https://syrianarchive.org/database/2313,ALEPPO : Harithan,36.28848568,37.08261713,21/06/2016,Use of illegal weapons,Cluster Munition,The first moments of bombing by internationally banned phosphorous rockets on Harithan.
https://syrianarchive.org/database/2312,ALEPPO : Tal msebeen,36.308994,37.098248,21/06/2016,None,Cluster Munition,Scenes of alleged Russian attacks on Tal Msaybin with phosphorous bombs
https://syrianarchive.org/database/2311,None,33.3732626,36.113797,18/06/2016,None,Cluster Munition,Russian warplanes carry out an air strike on Khan Al Sheikh with vacuum and cluster bombs.
https://syrianarchive.org/database/2309,None,34.9373422,36.6228881,18/06/2016,None,Cluster Munition,Regime warplanes over Harbnefseh and Talaf towns in Southern Hama countryside.
